	proMS	co-cultures	product	seq_id	source	type	start	end	score	strand	phase	attributes	Name	eC_number	gene	inference	locus_tag	note	organism	Dbxref	Note	Parent	anticodon	bound_moiety	end_range	gbkey	gene_biotype	gene_synonym	genome	mol_type	old_locus_tag	partial	protein_id	pseudo	regulatory_class	start_range	strain	transl_table
MIT9301_00430	0.6267863136273509	-0.8518038422126495	30S ribosomal protein S4	MIT9301_1	Prodigal:2.6	CDS	375598	376206	.	-	0	ID=MIT9301_00430;Name=rpsD%2Crps4;gene=rpsD%2Crps4;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18869.1;locus_tag=MIT9301_00430;product=30S ribosomal protein S4	rpsD%2Crps4		rpsD%2Crps4	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18869.1	MIT9301_00430		MIT9301																			
MIT9301_01031	-0.893088488047807	0.2255232659785459	putative Nucleoside diphosphate kinase	MIT9301_1	Prodigal:2.6	CDS	892457	892825	.	-	0	ID=MIT9301_01031;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17655.1;locus_tag=MIT9301_01031;product=putative Nucleoside diphosphate kinase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17655.1	MIT9301_01031		MIT9301																			
MIT9301_00421	0.4354933394899701	0.2036706329197202	light repressed protein A-like protein	MIT9301_1	Prodigal:2.6	CDS	365361	365945	.	-	0	ID=MIT9301_00421;Name=lrtA;gene=lrtA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17043.1;locus_tag=MIT9301_00421;product=light repressed protein A-like protein	lrtA		lrtA	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17043.1	MIT9301_00421		MIT9301																			
MIT9301_00987	0.3244745671790483	-0.288892588452778	putative Carboxylesterase	MIT9301_1	Prodigal:2.6	CDS	860330	860578	.	-	0	ID=MIT9301_00987;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70274.1;locus_tag=MIT9301_00987;product=putative Carboxylesterase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70274.1	MIT9301_00987		MIT9301																			
MIT9301_00988	-0.4389032246939005	-0.0015775190416105	Phenylalanyl-tRNA synthetase beta chain	MIT9301_1	Prodigal:2.6	CDS	860684	863128	.	-	0	ID=MIT9301_00988;eC_number=6.1.1.20;Name=pheT;gene=pheT;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70275.1;locus_tag=MIT9301_00988;product=Phenylalanyl-tRNA synthetase beta chain	pheT	6.1.1.20	pheT	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70275.1	MIT9301_00988		MIT9301																			
MIT9301_00364	-0.7374698566946406	0.4502867452979652	NADH-plastoquinone oxidoreductase chain 5-like protein	MIT9301_1	Prodigal:2.6	CDS	333447	333881	.	+	0	ID=MIT9301_00364;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08215.1;locus_tag=MIT9301_00364;product=NADH-plastoquinone oxidoreductase chain 5-like protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08215.1	MIT9301_00364		MIT9301																			
MIT9301_00223	0.5387155834832443	-0.7574895030972493	50S ribosomal protein L10	MIT9301_1	Prodigal:2.6	CDS	206261	206788	.	-	0	ID=MIT9301_00223;Name=rpl10%2C rplJ;gene=rpl10%2C rplJ;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18661.1;locus_tag=MIT9301_00223;product=50S ribosomal protein L10	rpl10%2C rplJ		rpl10%2C rplJ	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18661.1	MIT9301_00223		MIT9301																			
MIT9301_00718	-0.5345142581323995	0.0050794804632758	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	638576	639250	.	+	0	ID=MIT9301_00718;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49725.1;locus_tag=MIT9301_00718;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49725.1	MIT9301_00718	conserved hypothetical protein	MIT9301																			
MIT9301_01130	-0.5871798586841099	1.3674445163962163	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	949777	949920	.	+	0	ID=MIT9301_01130;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70412.1;locus_tag=MIT9301_01130;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70412.1	MIT9301_01130	Conserved hypothetical protein	MIT9301																			
MIT9301_01060	-0.9512930417126236	0.612015038410818	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	916787	916981	.	-	0	ID=MIT9301_01060;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70343.1;locus_tag=MIT9301_01060;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70343.1	MIT9301_01060	Conserved hypothetical protein	MIT9301																			
MIT9301_01600	0.8945416539480696	-0.3916714434484127	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1342187	1342594	.	+	0	ID=MIT9301_01600;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18222.1;locus_tag=MIT9301_01600;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18222.1	MIT9301_01600		MIT9301																			
MIT9301_00791	-1.636253564955184	1.0016207140603677	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	686930	687112	.	+	0	ID=MIT9301_00791;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17416.1;locus_tag=MIT9301_00791;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17416.1	MIT9301_00791	Conserved hypothetical protein	MIT9301																			
MIT9301_01685	0.6551781848452202	-0.3752672632114343	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1419657	1419893	.	-	0	ID=MIT9301_01685;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE40413.1;locus_tag=MIT9301_01685;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE40413.1	MIT9301_01685	conserved hypothetical protein	MIT9301																			
MIT9301_01531	0.4191792983936551	-0.5873871329958184	50S ribosomal protein L27	MIT9301_1	Prodigal:2.6	CDS	1299103	1299363	.	+	0	ID=MIT9301_01531;Name=rpl27%2C rpmA;gene=rpl27%2C rpmA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19804.1;locus_tag=MIT9301_01531;product=50S ribosomal protein L27	rpl27%2C rpmA		rpl27%2C rpmA	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19804.1	MIT9301_01531		MIT9301																			
MIT9301_00273	-0.4597327507108625	1.099703970653658	Peptidyl-tRNA hydrolase	MIT9301_1	Prodigal:2.6	CDS	252220	252816	.	-	0	ID=MIT9301_00273;eC_number=3.1.1.29;Name=pth;gene=pth;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16896.1;locus_tag=MIT9301_00273;product=Peptidyl-tRNA hydrolase	pth	3.1.1.29	pth	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16896.1	MIT9301_00273		MIT9301																			
MIT9301_00262	-1.127283585055376	1.0292786131856853	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	244359	244982	.	-	0	ID=MIT9301_00262;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16885.1;locus_tag=MIT9301_00262;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16885.1	MIT9301_00262	conserved hypothetical protein	MIT9301																			
MIT9301_01729	0.5716382950996146	-0.9421186011936602	30S ribosomal protein S13	MIT9301_1	Prodigal:2.6	CDS	1461044	1461409	.	-	0	ID=MIT9301_01729;Name=rps13%2C rpsM;gene=rps13%2C rpsM;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19996.1;locus_tag=MIT9301_01729;product=30S ribosomal protein S13	rps13%2C rpsM		rps13%2C rpsM	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19996.1	MIT9301_01729		MIT9301																			
MIT9301_00783	-0.7902555452953012	0.8419653081164762	putative COMC family protein	MIT9301_1	Prodigal:2.6	CDS	682876	683289	.	-	0	ID=MIT9301_00783;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17408.1;locus_tag=MIT9301_00783;product=putative COMC family protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17408.1	MIT9301_00783		MIT9301																			
MIT9301_01804	0.5263235783882882	0.6222083296778255	acyl carrier protein (ACP)	MIT9301_1	Prodigal:2.6	CDS	1522614	1522853	.	+	0	ID=MIT9301_01804;Name=acpP%2Cacp;gene=acpP%2Cacp;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20067.1;locus_tag=MIT9301_01804;product=acyl carrier protein (ACP)	acpP%2Cacp		acpP%2Cacp	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20067.1	MIT9301_01804		MIT9301																			
MIT9301_01849	0.982279388474821	-0.793588819852027	dihydrodipicolinate synthase	MIT9301_1	Prodigal:2.6	CDS	1567946	1568848	.	-	0	ID=MIT9301_01849;eC_number=4.3.3.7;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50806.1;locus_tag=MIT9301_01849;product=dihydrodipicolinate synthase		4.3.3.7		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50806.1	MIT9301_01849		MIT9301																			
MIT9301_01901	-0.5534388685224381	0.5161863377777488	N-acetylglucosamine-1-phosphate uridyltransferase	MIT9301_1	Prodigal:2.6	CDS	1624293	1625375	.	+	0	ID=MIT9301_01901;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:OUL43972.1;locus_tag=MIT9301_01901;product=N-acetylglucosamine-1-phosphate uridyltransferase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:OUL43972.1	MIT9301_01901		MIT9301																			
MIT9301_01511	-0.426524867697419	0.3052367955885283	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1279572	1279976	.	+	0	ID=MIT9301_01511;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70808.1;locus_tag=MIT9301_01511;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70808.1	MIT9301_01511	conserved hypothetical protein	MIT9301																			
MIT9301_01314	0.6737583210287866	-1.6312305482142049	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1104546	1104725	.	+	0	ID=MIT9301_01314;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE40932.1;locus_tag=MIT9301_01314;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE40932.1	MIT9301_01314	conserved hypothetical protein	MIT9301																			
MIT9301_00918	-0.5580611856890708	0.4500255385760923	DNA primase	MIT9301_1	Prodigal:2.6	CDS	790725	792758	.	+	0	ID=MIT9301_00918;eC_number=2.7.7.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF92843.1;locus_tag=MIT9301_00918;product=DNA primase		2.7.7.-		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF92843.1	MIT9301_00918		MIT9301																			
MIT9301_01715	0.7136634667693389	0.7664281319998121	Photosystem I PsaA protein	MIT9301_1	Prodigal:2.6	CDS	1448749	1451052	.	-	0	ID=MIT9301_01715;Name=psaA;gene=psaA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19983.1;locus_tag=MIT9301_01715;product=Photosystem I PsaA protein	psaA		psaA	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19983.1	MIT9301_01715		MIT9301																			
MIT9301_00874	0.5658126925742297	-0.6787803566856702	hypothetical	MIT9301_1	Prodigal:2.6	CDS	755751	756047	.	-	0	ID=MIT9301_00874;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19269.1;locus_tag=MIT9301_00874;product=hypothetical				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19269.1	MIT9301_00874		MIT9301																			
MIT9301_01126	-1.3883207955929555	1.7371036831768665	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	948079	948189	.	+	0	ID=MIT9301_01126;inference=ab initio prediction:Prodigal:2.6;locus_tag=MIT9301_01126;product=hypothetical protein				ab initio prediction:Prodigal:2.6	MIT9301_01126		MIT9301																			
MIT9301_01173	0.3969107336944462	-0.4775589382828369	adenoviral fiber protein-like protein	MIT9301_1	Prodigal:2.6	CDS	986178	986570	.	+	0	ID=MIT9301_01173;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50137.1;locus_tag=MIT9301_01173;product=adenoviral fiber protein-like protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50137.1	MIT9301_01173		MIT9301																			
MIT9301_00226	0.3285284870186898	-0.3293804704443136	transcription antitermination protein%2C NusG	MIT9301_1	Prodigal:2.6	CDS	208246	208857	.	-	0	ID=MIT9301_00226;Name=nusG;gene=nusG;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18664.1;locus_tag=MIT9301_00226;product=transcription antitermination protein%2C NusG	nusG		nusG	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18664.1	MIT9301_00226		MIT9301																			
MIT9301_01562	-1.5621536761784325	1.5913873620202126	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1322263	1322385	.	+	0	ID=MIT9301_01562;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18184.1;locus_tag=MIT9301_01562;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18184.1	MIT9301_01562	Conserved hypothetical protein	MIT9301																			
MIT9301_01805	0.5492894765362892	0.2687395424882867	3-oxoacyl-[acyl-carrier-protein] synthase II	MIT9301_1	Prodigal:2.6	CDS	1522860	1524104	.	+	0	ID=MIT9301_01805;eC_number=2.3.1.41;Name=fabF;gene=fabF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20068.1;locus_tag=MIT9301_01805;product=3-oxoacyl-[acyl-carrier-protein] synthase II	fabF	2.3.1.41	fabF	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE20068.1	MIT9301_01805		MIT9301																			
MIT9301_00072	1.0422139969856048	-0.3212405493534741	tRNA-Leu(aag)	MIT9301_1	Aragorn:1.2	tRNA	75525	75608	.	-	.	ID=MIT9301_00072;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=MIT9301_00072;product=tRNA-Leu(aag)				COORDINATES:profile:Aragorn:1.2	MIT9301_00072		MIT9301																			
MIT9301_01343	0.4819129044649028	0.5683936159094024	Photosystem II PsbC protein (CP43)	MIT9301_1	Prodigal:2.6	CDS	1127422	1128804	.	+	0	ID=MIT9301_01343;Name=psbC;gene=psbC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19617.1;locus_tag=MIT9301_01343;product=Photosystem II PsbC protein (CP43)	psbC		psbC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19617.1	MIT9301_01343		MIT9301																			
MIT9301_00927	0.4013231397485743	-0.6241088873577528	Pyruvate dehydrogenase E1 beta subunit	MIT9301_1	Prodigal:2.6	CDS	798152	799135	.	+	0	ID=MIT9301_00927;eC_number=1.2.4.1;Name=pdhB;gene=pdhB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19389.1;locus_tag=MIT9301_00927;product=Pyruvate dehydrogenase E1 beta subunit	pdhB	1.2.4.1	pdhB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19389.1	MIT9301_00927		MIT9301																			
MIT9301_01625	0.5993859226745551	-1.3363695830222777	preprotein translocase%2C SecG subunit	MIT9301_1	Prodigal:2.6	CDS	1359304	1359531	.	+	0	ID=MIT9301_01625;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50588.1;locus_tag=MIT9301_01625;product=preprotein translocase%2C SecG subunit				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50588.1	MIT9301_01625		MIT9301																			
MIT9301_00285	0.6761394412732511	-0.2142121199058565	ammonium transporter	MIT9301_1	Prodigal:2.6	CDS	262210	263670	.	+	0	ID=MIT9301_00285;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49326.1;locus_tag=MIT9301_00285;product=ammonium transporter				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49326.1	MIT9301_00285		MIT9301																			
MIT9301_00227	0.447742598430756	-0.5947411959604366	putative preprotein translocase%2C SecE subunit	MIT9301_1	Prodigal:2.6	CDS	208909	209151	.	-	0	ID=MIT9301_00227;Name=secE;gene=secE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49844.1;locus_tag=MIT9301_00227;product=putative preprotein translocase%2C SecE subunit	secE		secE	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49844.1	MIT9301_00227		MIT9301																			
MIT9301_01313	0.7034607856810892	-1.7404752032289863	putative high light inducible protein	MIT9301_1	Prodigal:2.6	CDS	1104416	1104544	.	+	0	ID=MIT9301_01313;Name=hli19;gene=hli19;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19274.1;locus_tag=MIT9301_01313;product=putative high light inducible protein	hli19		hli19	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19274.1	MIT9301_01313		MIT9301																			
MIT9301_01813	0.5908792262411587	-1.1023120269973905	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1531548	1531793	.	-	0	ID=MIT9301_01813;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50771.1;locus_tag=MIT9301_01813;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50771.1	MIT9301_01813	conserved hypothetical protein	MIT9301																			
MIT9301_01233	-1.0474481942717142	1.7569110803680332	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1047647	1047853	.	+	0	ID=MIT9301_01233;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17857.1;locus_tag=MIT9301_01233;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17857.1	MIT9301_01233	Conserved hypothetical protein	MIT9301																			
MIT9301_01141	-2.0903881680103527	2.6434110272452798	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	957633	957866	.	-	0	ID=MIT9301_01141;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE40123.1;locus_tag=MIT9301_01141;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE40123.1	MIT9301_01141	conserved hypothetical protein	MIT9301																			
MIT9301_01028	-0.5983449455118302	0.185260897706344	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	887926	888636	.	-	0	ID=MIT9301_01028;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50020.1;locus_tag=MIT9301_01028;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50020.1	MIT9301_01028	conserved hypothetical protein	MIT9301																			
MIT9301_00924	-0.7881455698799066	0.607515508540939	dimethyladenosine transferase	MIT9301_1	Prodigal:2.6	CDS	795876	796700	.	+	0	ID=MIT9301_00924;eC_number=2.1.1.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49926.1;locus_tag=MIT9301_00924;product=dimethyladenosine transferase		2.1.1.-		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49926.1	MIT9301_00924		MIT9301																			
